is_about,is_quality_measurement_of,has_specified_numeric_value,has_measurement_unit_label
41153_Q1,ML 1+1,57.43,ME
41153_Q2,ML 1+1,51.97,ME
41153_Q3,ML 1+1,74.46,ME
41153_Q4,ML 1+1,58.27,ME
41153_Q5,ML 1+1,75.25,ME
41153_Q6,ML 1+1,69.25,ME
41153_Q7,ML 1+1,79.27,ME
41153_Q1,ML 1+4,49.19,ME
41153_Q2,ML 1+4,43.6,ME
41153_Q3,ML 1+4,63.06,ME
41153_Q4,ML 1+4,49.54,ME
41153_Q5,ML 1+4,62.58,ME
41153_Q6,ML 1+4,60.51,ME
41153_Q7,ML 1+4,66.59,ME
41153_Q1,MSR,0.567,log(ME)/log(s)
41153_Q2,MSR,0.544,log(ME)/log(s)
41153_Q3,MSR,0.473,log(ME)/log(s)
41153_Q4,MSR,0.539,log(ME)/log(s)
41153_Q5,MSR,0.453,log(ME)/log(s)
41153_Q6,MSR,0.464,log(ME)/log(s)
41153_Q7,MSR,0.432,log(ME)/log(s)
41153_Q1,Umsatzzeit 90percent,762.18,[sec]
41153_Q2,Umsatzzeit 90percent,842.58,[sec]
41153_Q3,Umsatzzeit 90percent,778.68,[sec]
41153_Q4,Umsatzzeit 90percent,796.86,[sec]
41153_Q5,Umsatzzeit 90percent,778.8,[sec]
41153_Q6,Umsatzzeit 90percent,790.02,[sec]
41153_Q7,Umsatzzeit 90percent,828.66,[sec]
41153_Q1,S_dash bei 90percent Umsatz,17.61,dNm
41153_Q2,S_dash bei 90percent Umsatz,17.89,dNm
41153_Q3,S_dash bei 90percent Umsatz,17.13,dNm
41153_Q4,S_dash bei 90percent Umsatz,17.88,dNm
41153_Q5,S_dash bei 90percent Umsatz,16.7,dNm
41153_Q6,S_dash bei 90percent Umsatz,17.26,dNm
41153_Q7,S_dash bei 90percent Umsatz,17.25,dNm
41153_Q1,Massedruck_1,31.85,bar
41153_Q2,Massedruck_1,29.6,bar
41153_Q3,Massedruck_1,35.5,bar
41153_Q4,Massedruck_1,29.75,bar
41153_Q5,Massedruck_1,34.8,bar
41153_Q6,Massedruck_1,35.3,bar
